sentence,transcript,wer,levenshtein,ser
pietradefusi hosts is a cinema festival in september,piatek if you see horse is a cinema festival in september,0.625,14,1
i think i might have gotten a bit bored on that project,i think i might have gotten a bit going on that project,0.08333333333333333,4,1
medulins economy is based on tourism,netherlands economy is based on tourism,0.16666666666666666,7,1
thus kings can be removed immediately to the foundation,does kings can be removed immediately with foundation,0.3333333333333333,7,1
shirt numbers became quickly associated with a certain position,shut numbers became quickly associated with a certain position,0.1111111111111111,2,1
where did they come from,where did he come from,0.2,2,1
he resigned from office when questions arose about his residency in shreveport,he resign from office when questions arose about his residency at shreveport,0.16666666666666666,4,1
mighty oaks from tiny acorns grow,mighty oaks from tiny acorns grow,0.0,0,0
i had no idea,i had no idea,0.0,0,0
however his interests are broader,but his interest a brother,0.8,12,1
these quick little joys of hers were sources of joy to him,describe four sources of joy to him,0.5833333333333334,28,1
however charlotte was mainly very happy in her marriage,olivier giroud was mainly very happy in her marriage,0.2222222222222222,11,1
i was shocked,a shot,1.0,8,1
link and tetra rise to the surface as the king and hyrule are submerged,lincoln tetra rise to the surface as king and haru lost moon,0.42857142857142855,22,1
well spit it out,,1.0,16,1
the big red apple fell to the ground,the big red apple fell to the ground,0.0,0,0
you say the race is not always to the swift,you say the race is not always to the swift,0.0,0,0
asakusa shrine is part of a larger grouping of sacred buildings in the area,at the closest shrine is part of a larger grouping of sacred buildings in the area,0.21428571428571427,12,1
many took to higher ground in currentday downtown,manito to higher ground in charity downtown,0.375,10,1
he enabled us to finish second last season when nobody expected us to,second last season when nobody expected us to,0.38461538461538464,24,1
the canal branch administered canadas canal system and undertook new construction as required,tucanos branch administered canadas canal system another twoyear construction as required,0.38461538461538464,17,1
some cultivars such as bradford are particularly susceptible to storm damage,some creative artists such as bradford are particularly susceptible to storm damage,0.18181818181818182,9,1
wildlife found in the park includes a wide variety of mammals,wildlife found in the park,0.5454545454545454,35,1
between vowels short consonants were lenited,between bells fart continents relented,0.8333333333333334,14,1
these effects are gradual developing over several days,these effects are gadwall developing over several days,0.125,3,1
what else am i to do,what else am i to do,0.0,0,0
the direction opposite of the nadir is the zenith,the direction opposite of the another is the sun,0.2222222222222222,10,1
kidd particularly credits chesley bonestell and norman rockwell as his most formative influences,kid particularly credits chesney boston and norman rockwell most formative influences,0.38461538461538464,14,1
the tree trunks symbolise the importance of forestry and the sawmills in the municipality,the tree trunk symbolize the importance of forestry in the sawmills in the municipality,0.21428571428571427,4,1
another device used in tacheometry is the subtense bar,another device used in takilma tree is the substance for,0.4444444444444444,13,1
this concludes christs message,this concludes chris messages,0.5,3,1
you were going to go out and conquer the world,he was going to go out and conquer the world,0.2,6,1
the only point at issue was the precise line of the borders,the only part of the issue was the precise line of the borders,0.25,8,1
its motto is amore sitis uniti latin for be united in love,ace motel in amarillo city school,1.0,40,1
thomas was left paralyzed from the chest down,thomas was left paralyzed from the chest down,0.0,0,0
it is directed by rajesh touchriver,it is directed by rajesh river,0.16666666666666666,5,1
many air arms however continued to operate target tugs on their own behalf,many are arms however continue to operate target thugs on their own behalf,0.23076923076923078,4,1
gestir are signed to tutl records in the faroe islands,mix tierra a side records in the faroe islands,0.5,19,1
im just sitting around watching a video at the moment,im just sitting around watching a video at the moment,0.0,0,0
de mortimers tenant was another norman ralph bluet,did mortimer standard was another nerve man ralph lewis,0.75,17,1
ribbonfish possess all the characteristics of fish living at very great depths,ribbon fish possess all the characteristics of fish living at very great clips,0.25,6,1
in europe poma and leitner operate as separate ventures,in europe and laettner operate as separate ventures,0.2222222222222222,7,1
the waits river flows through the village,the waits river flows through the village,0.0,0,0
both accidents caused the session to be suspended,accidents caused by session to be suspended,0.25,8,1
coahuila contains two biosphere reserves,what is the biosphere reserves,0.6,14,1
the work was championed in europe and london by robert hausmann,the work was campion in europe and london by robert hoffman,0.18181818181818182,7,1
